Anio	Estacion	Sitio	Cuadrante	Area_m2	Especie	Abundancia	A	gs	Fv/Fm	Chl_total
2009	Seca	BS4	2	10	VB	7	1.05	132	0.8	1.6
2009	Seca	BS4	3	10	VB	10	1.26	119	0.801	1.6
2009	Seca	BS4	4	10	VB	10	1.62	141	0.818	0.5
2009	Seca	BS4	5	10	VB	6	2.05	154	0.775	1.5
2009	Seca	BS4	6	10	VB	5	1.68	169	0.794	1.7
2009	Seca	BS4	7	10	VB	5	1.55	136	0.801	1
2009	Seca	BS4	8	10	VB	9	0.61	170	0.798	0.7
2009	Seca	BS4	9	10	VB	6	1.11	87	0.808	1.5
2009	Seca	BS4	10	10	VB	6	1.02	132	0.8	2
2009	Seca	BS4	11	10	VB	10	1.6	159	0.778	1.2
2009	Seca	BS4	12	10	VB	5	0.02	118	0.804	1.6
2009	Seca	BS4	13	10	VB	7	0.88	162	0.804	2.1
2009	Seca	BS4	14	10	VB	5	0.87	138	0.785	0.9
2009	Seca	BS4	15	10	VB	9	1.4	156	0.815	1.9
2009	Seca	BS4	16	10	VB	7	1.65	115	0.822	2
2009	Seca	BS4	17	10	VB	6	2.08	151	0.784	1.7
2009	Seca	BS4	18	10	VB	7	0.64	143	0.811	1.5
2009	Seca	BS4	19	10	VB	7	1.41	173	0.81	1.8
2009	Seca	BS4	20	10	VB	6	1.59	169	0.807	1.4
2009	Seca	BS4	21	10	VB	7	1.37	136	0.8	1.2
2009	Seca	BS4	22	10	VB	9	0.66	140	0.793	1.9
2009	Seca	BS4	23	10	VB	10	1.09	123	0.805	1.3
2009	Seca	BS4	24	10	VB	8	0.72	208	0.809	1.4
2009	Seca	BS4	25	10	VB	7	0.07	186	0.798	1.7
2009	Seca	BS4	26	10	VB	7	1.54	143	0.832	1
2009	Seca	BS4	27	10	VB	8	0.83	157	0.78	0.7
2009	Seca	BS4	28	10	VB	9	1.12	115	0.82	2.5
2009	Seca	BS4	29	10	VB	6	1.72	91	0.829	1.5
2009	Seca	BS4	30	10	VB	10	1.25	112	0.818	1.8
2009	Lluviosa	BS4	1	10	VB	9	1.15	140	0.845	1.9
2009	Lluviosa	BS4	2	10	VB	9	1.15	140	0.813	1.1
2009	Lluviosa	BS4	3	10	VB	7	1.88	141	0.782	1
2009	Lluviosa	BS4	4	10	VB	8	2.49	207	0.797	1.3
2009	Lluviosa	BS4	5	10	VB	10	1.87	130	0.785	1.9
2009	Lluviosa	BS4	6	10	VB	8	2.31	140	0.843	0.4
2009	Lluviosa	BS4	7	10	VB	9	1.65	129	0.774	1.9
2009	Lluviosa	BS4	8	10	VB	10	1.97	141	0.79	1.6
2009	Lluviosa	BS4	9	10	VB	9	1.5	160	0.757	1.8
2009	Lluviosa	BS4	10	10	VB	10	1.34	116	0.789	2
2009	Lluviosa	BS4	11	10	VB	8	2.23	157	0.817	2
2009	Lluviosa	BS4	12	10	VB	6	0.97	127	0.784	0.7
2009	Lluviosa	BS4	13	10	VB	10	2.19	211	0.764	1
2009	Lluviosa	BS4	14	10	VB	10	2.37	97	0.816	2
2009	Lluviosa	BS4	15	10	VB	8	1.87	144	0.763	1.6
2009	Lluviosa	BS4	16	10	VB	6	1.94	114	0.81	1.9
2009	Lluviosa	BS4	17	10	VB	6	1.8	152	0.801	1.6
2009	Lluviosa	BS4	18	10	VB	9	1.91	132	0.803	1.9
2009	Lluviosa	BS4	19	10	VB	10	1.55	154	0.778	2.6
2009	Lluviosa	BS4	20	10	VB	8	2.22	140	0.795	2.3
2009	Lluviosa	BS4	21	10	VB	8	1.16	150	0.839	1.7
2009	Lluviosa	BS4	22	10	VB	6	1.38	155	0.799	1
2009	Lluviosa	BS4	23	10	VB	7	2.52	153	0.813	1.7
2009	Lluviosa	BS4	24	10	VB	6	1.65	136	0.801	1
2009	Lluviosa	BS4	25	10	VB	5	1.27	163	0.814	2.5
2009	Lluviosa	BS4	26	10	VB	8	2.39	188	0.803	2.4
2009	Lluviosa	BS4	27	10	VB	9	1.8	137	0.794	1.2
2009	Lluviosa	BS4	28	10	VB	5	2.65	116	0.802	2
2009	Lluviosa	BS4	29	10	VB	8	1.01	148	0.83	1.4
2009	Lluviosa	BS4	30	10	VB	8	1.08	137	0.798	0.9
2009	Seca	BS4	1	10	MD	4	1.59	170	0.807	0.3
2009	Seca	BS4	2	10	MD	4	1.01	157	0.796	2.3
2009	Seca	BS4	3	10	MD	5	1.59	174	0.789	1.4
2009	Seca	BS4	4	10	MD	5	1.21	193	0.808	1.2
2009	Seca	BS4	5	10	MD	3	1.39	184	0.82	1.6
2009	Seca	BS4	6	10	MD	3	0.73	102	0.82	1.9
2009	Seca	BS4	7	10	MD	3	1.17	104	0.812	1.3
2009	Seca	BS4	8	10	MD	5	1.69	156	0.814	1.8
2009	Seca	BS4	9	10	MD	3	1.81	135	0.75	0.8
2009	Seca	BS4	10	10	MD	3	2.21	138	0.818	1.2
2009	Seca	BS4	11	10	MD	5	0.95	139	0.79	2
2009	Seca	BS4	12	10	MD	3	1.28	110	0.8	1.7
2009	Seca	BS4	13	10	MD	3	0.95	126	0.794	1.7
2009	Seca	BS4	14	10	MD	3	2.04	146	0.805	1.9
2009	Seca	BS4	15	10	MD	5	1.39	126	0.793	1.1
2009	Seca	BS4	16	10	MD	4	2.08	150	0.79	1.1
2009	Seca	BS4	17	10	MD	3	1.3	161	0.802	1.7
2009	Seca	BS4	18	10	MD	4	1.79	104	0.85	1.3
2009	Seca	BS4	19	10	MD	4	1.79	177	0.807	1.5
2009	Seca	BS4	20	10	MD	3	1.52	129	0.809	1
2009	Seca	BS4	21	10	MD	3	1.33	156	0.816	1.4
2009	Seca	BS4	22	10	MD	4	0.56	140	0.807	1.9
2009	Seca	BS4	23	10	MD	5	0.95	148	0.824	1.8
2009	Seca	BS4	24	10	MD	4	1.77	75	0.783	2
2009	Seca	BS4	25	10	MD	4	0.92	87	0.78	1
2009	Seca	BS4	26	10	MD	3	0.51	117	0.781	1.3
2009	Seca	BS4	27	10	MD	4	1.52	232	0.795	1.4
2009	Seca	BS4	28	10	MD	4	0.47	154	0.821	1.3
2009	Seca	BS4	29	10	MD	3	1.01	87	0.758	1.6
2009	Seca	BS4	30	10	MD	5	1.06	150	0.814	0.6
2009	Lluviosa	BS4	1	10	MD	4	0.76	199	0.827	1.8
2009	Lluviosa	BS4	2	10	MD	4	1.54	145	0.801	2.2
2009	Lluviosa	BS4	3	10	MD	4	1.68	147	0.848	2
2009	Lluviosa	BS4	4	10	MD	4	0.95	125	0.81	2.5
2009	Lluviosa	BS4	5	10	MD	5	1.12	173	0.811	1.7
2009	Lluviosa	BS4	6	10	MD	4	1.92	113	0.77	1.6
2009	Lluviosa	BS4	7	10	MD	5	2.31	146	0.808	2.1
2009	Lluviosa	BS4	8	10	MD	5	1.69	144	0.83	1.5
2009	Lluviosa	BS4	9	10	MD	4	1.4	171	0.767	1.1
2009	Lluviosa	BS4	10	10	MD	5	2.63	151	0.792	1.4
2009	Lluviosa	BS4	11	10	MD	4	1.79	80	0.812	1.5
2009	Lluviosa	BS4	12	10	MD	3	2.06	131	0.823	2.3
2009	Lluviosa	BS4	13	10	MD	5	2.94	146	0.821	1.5
2009	Lluviosa	BS4	14	10	MD	5	1.24	150	0.798	1.4
2009	Lluviosa	BS4	15	10	MD	4	1.6	131	0.79	1.6
2009	Lluviosa	BS4	16	10	MD	3	1.5	152	0.821	1.3
2009	Lluviosa	BS4	17	10	MD	3	0.84	132	0.777	1.5
2009	Lluviosa	BS4	18	10	MD	4	2	120	0.838	1.9
2009	Lluviosa	BS4	19	10	MD	5	1.76	179	0.815	1.5
2009	Lluviosa	BS4	20	10	MD	4	1.88	140	0.787	0.7
2009	Lluviosa	BS4	21	10	MD	4	1.02	140	0.767	2.1
2009	Lluviosa	BS4	22	10	MD	3	1.59	142	0.808	1.7
2009	Lluviosa	BS4	23	10	MD	3	1.2	84	0.794	1.6
2009	Lluviosa	BS4	24	10	MD	3	2.3	177	0.807	0.5
2009	Lluviosa	BS4	25	10	MD	3	1.5	133	0.816	1.8
2009	Lluviosa	BS4	26	10	MD	4	1.47	137	0.807	2.2
2009	Lluviosa	BS4	27	10	MD	5	1.61	161	0.798	1.4
2009	Lluviosa	BS4	28	10	MD	3	1.43	127	0.812	2.3
2009	Lluviosa	BS4	29	10	MD	4	2.09	103	0.809	1.3
2009	Lluviosa	BS4	30	10	MD	4	2.83	129	0.799	1.2
2009	Seca	BS4	1	10	MC	2	0.73	42	0.813	1.9
2009	Seca	BS4	2	10	MC	2	1.53	145	0.799	1.4
2009	Seca	BS4	3	10	MC	3	1.15	156	0.807	2.1
2009	Seca	BS4	4	10	MC	3	0.86	138	0.821	1.7
2009	Seca	BS4	5	10	MC	2	1.06	192	0.823	1.3
2009	Seca	BS4	6	10	MC	1	1.17	149	0.826	0.7
2009	Seca	BS4	7	10	MC	1	0.89	152	0.848	1.6
2009	Seca	BS4	8	10	MC	2	1.66	114	0.776	1.3
2009	Seca	BS4	9	10	MC	1	1.53	162	0.835	2
2009	Seca	BS4	10	10	MC	1	0.87	161	0.797	1.3
2009	Seca	BS4	11	10	MC	3	0.83	163	0.803	1.8
2009	Seca	BS4	12	10	MC	1	1.93	127	0.791	2.3
2009	Seca	BS4	13	10	MC	2	1.51	148	0.804	0.6
2009	Seca	BS4	14	10	MC	1	1.48	108	0.83	2.4
2009	Seca	BS4	15	10	MC	2	0.74	151	0.783	2.3
2009	Seca	BS4	16	10	MC	2	1.44	98	0.814	1.7
2009	Seca	BS4	17	10	MC	2	1.42	90	0.816	2.5
2009	Seca	BS4	18	10	MC	2	0.49	155	0.815	1.9
2009	Seca	BS4	19	10	MC	2	0.88	163	0.795	1.1
2009	Seca	BS4	20	10	MC	2	0.14	164	0.801	1.5
2009	Seca	BS4	21	10	MC	2	1.23	162	0.768	2.9
2009	Seca	BS4	22	10	MC	2	-0.2	92	0.812	1.3
2009	Seca	BS4	23	10	MC	2	1.59	174	0.782	2
2009	Seca	BS4	24	10	MC	2	1.54	132	0.801	1.8
2009	Seca	BS4	25	10	MC	2	1.79	105	0.796	1.7
2009	Seca	BS4	26	10	MC	2	1.77	88	0.762	2.1
2009	Seca	BS4	27	10	MC	2	1.3	82	0.793	0.7
2009	Seca	BS4	28	10	MC	2	0.6	118	0.813	1.1
2009	Seca	BS4	29	10	MC	1	0.83	140	0.818	1.3
2009	Seca	BS4	30	10	MC	3	1.49	175	0.81	1.1
2009	Lluviosa	BS4	1	10	MC	2	1.47	113	0.797	2
2009	Lluviosa	BS4	2	10	MC	2	1.64	126	0.822	1.3
2009	Lluviosa	BS4	3	10	MC	2	2.24	157	0.763	1.2
2009	Lluviosa	BS4	4	10	MC	2	1.55	128	0.803	0.9
2009	Lluviosa	BS4	5	10	MC	3	0.87	168	0.8	1.7
2009	Lluviosa	BS4	6	10	MC	2	0.99	157	0.786	1.3
2009	Lluviosa	BS4	7	10	MC	2	1.4	199	0.781	1.2
2009	Lluviosa	BS4	8	10	MC	2	0.92	169	0.816	1.3
2009	Lluviosa	BS4	9	10	MC	2	1.67	167	0.802	1.3
2009	Lluviosa	BS4	10	10	MC	3	2.63	152	0.826	2.3
2009	Lluviosa	BS4	11	10	MC	2	1.43	185	0.821	1.2
2009	Lluviosa	BS4	12	10	MC	1	1.77	152	0.782	1.2
2009	Lluviosa	BS4	13	10	MC	2	1.64	139	0.845	0.3
2009	Lluviosa	BS4	14	10	MC	2	1.84	155	0.786	1
2009	Lluviosa	BS4	15	10	MC	2	2.34	138	0.806	0.8
2009	Lluviosa	BS4	16	10	MC	2	1.81	89	0.812	1.5
2009	Lluviosa	BS4	17	10	MC	2	1.83	137	0.793	1.9
2009	Lluviosa	BS4	18	10	MC	2	1.12	176	0.797	1.7
2009	Lluviosa	BS4	19	10	MC	2	1.07	125	0.787	1.7
2009	Lluviosa	BS4	20	10	MC	2	1.08	186	0.801	1.6
2009	Lluviosa	BS4	21	10	MC	2	0.99	149	0.803	1.9
2009	Lluviosa	BS4	22	10	MC	1	2.01	89	0.774	1.8
2009	Lluviosa	BS4	23	10	MC	2	1.86	74	0.78	2.3
2009	Lluviosa	BS4	24	10	MC	1	2.16	126	0.84	1.7
2009	Lluviosa	BS4	25	10	MC	1	2.14	113	0.767	2.2
2009	Lluviosa	BS4	26	10	MC	2	1.69	118	0.785	1.5
2009	Lluviosa	BS4	27	10	MC	2	2.25	171	0.791	1.4
2009	Lluviosa	BS4	28	10	MC	1	1.72	161	0.784	2.3
2009	Lluviosa	BS4	29	10	MC	2	1.87	132	0.811	1.2
2009	Lluviosa	BS4	30	10	MC	2	1.82	163	0.818	1.6
2019	Seca	BS1	1	10	SJ	13	3.45	228	0.781	4.62
2019	Seca	BS1	2	10	SJ	15	2.74	159	0.816	3.96
2019	Seca	BS1	3	10	SJ	15	3.91	182	0.8	4.31
2019	Seca	BS1	4	10	SJ	19	4.3	175	0.786	3.19
2019	Seca	BS1	5	10	SJ	15	3.08	201	0.772	3.73
2019	Seca	BS1	6	10	SJ	20	2.78	139	0.788	4.71
2019	Seca	BS1	7	10	SJ	25	3.92	219	0.79	4.17
2019	Seca	BS1	8	10	SJ	20	3.54	191	0.789	3.61
2019	Seca	BS1	9	10	SJ	18	3.37	250	0.807	4.46
2019	Seca	BS1	10	10	SJ	14	3.59	166	0.811	3.77
2019	Seca	BS1	11	10	SJ	16	2.82	243	0.797	3.52
2019	Seca	BS1	12	10	SJ	18	3.58	148	0.817	4.83
2019	Seca	BS1	13	10	SJ	25	2.89	205	0.811	4.52
2019	Seca	BS1	14	10	SJ	24	3.61	220	0.784	4.17
2019	Seca	BS1	15	10	SJ	25	3.97	193	0.845	3.61
2019	Seca	BS1	16	10	SJ	19	3.67	228	0.795	4.41
2019	Seca	BS1	17	10	SJ	20	2.97	184	0.801	2.87
2019	Seca	BS1	18	10	SJ	16	2.71	198	0.796	2.43
2019	Seca	BS1	19	10	SJ	20	3.34	206	0.793	4.41
2019	Seca	BS1	20	10	SJ	16	3.68	250	0.816	3.43
2019	Seca	BS1	21	10	SJ	14	3.28	230	0.747	4.61
2019	Seca	BS1	22	10	SJ	16	3.41	201	0.779	3.72
2019	Seca	BS1	23	10	SJ	23	3.5	203	0.788	3.76
2019	Seca	BS1	24	10	SJ	25	4.39	223	0.783	3.31
2019	Seca	BS1	25	10	SJ	18	3.26	185	0.797	2.66
2019	Seca	BS1	26	10	SJ	15	3.45	169	0.82	3.26
2019	Seca	BS1	27	10	SJ	21	3.73	192	0.824	3.3
2019	Seca	BS1	28	10	SJ	16	4.01	177	0.793	3.29
2019	Seca	BS1	29	10	SJ	14	3.47	166	0.805	3.89
2019	Seca	BS1	30	10	SJ	21	3.97	164	0.79	4.29
2019	Lluviosa	BS1	1	10	SJ	20	4.2	174	0.802	3.73
2019	Lluviosa	BS1	2	10	SJ	21	4.46	175	0.79	4.29
2019	Lluviosa	BS1	3	10	SJ	18	3.74	246	0.798	2.85
2019	Lluviosa	BS1	4	10	SJ	16	4.26	170	0.804	4.38
2019	Lluviosa	BS1	5	10	SJ	13	3.76	209	0.841	3.74
2019	Lluviosa	BS1	6	10	SJ	20	3.98	208	0.797	3.64
2019	Lluviosa	BS1	7	10	SJ	16	3.84	178	0.801	2.97
2019	Lluviosa	BS1	8	10	SJ	14	3.55	237	0.798	3.85
2019	Lluviosa	BS1	9	10	SJ	24	4.1	213	0.787	3.07
2019	Lluviosa	BS1	10	10	SJ	24	3.37	201	0.808	4.18
2019	Lluviosa	BS1	11	10	SJ	19	3.11	191	0.819	3.95
2019	Lluviosa	BS1	12	10	SJ	25	3.91	228	0.832	3.81
2019	Lluviosa	BS1	13	10	SJ	19	4.3	196	0.796	3.76
2019	Lluviosa	BS1	14	10	SJ	20	4.62	207	0.805	3.19
2019	Lluviosa	BS1	15	10	SJ	20	4.17	184	0.789	4.28
2019	Lluviosa	BS1	16	10	SJ	15	3.78	210	0.757	4.75
2019	Lluviosa	BS1	17	10	SJ	14	3.14	185	0.786	3.09
2019	Lluviosa	BS1	18	10	SJ	15	3.98	212	0.794	3.62
2019	Lluviosa	BS1	19	10	SJ	15	3.37	214	0.809	4.05
2019	Lluviosa	BS1	20	10	SJ	16	4.03	229	0.784	2.97
2019	Lluviosa	BS1	21	10	SJ	13	3.92	207	0.801	4.05
2019	Lluviosa	BS1	22	10	SJ	15	3.95	148	0.836	3.49
2019	Lluviosa	BS1	23	10	SJ	25	4.77	187	0.823	3.97
2019	Lluviosa	BS1	24	10	SJ	15	4.56	198	0.789	4.76
2019	Lluviosa	BS1	25	10	SJ	25	4.04	180	0.78	3.41
2019	Lluviosa	BS1	26	10	SJ	14	3.82	181	0.779	4.43
2019	Lluviosa	BS1	27	10	SJ	14	3.97	196	0.789	2.75
2019	Lluviosa	BS1	28	10	SJ	18	3.43	242	0.814	4.09
2019	Lluviosa	BS1	29	10	SJ	14	4.25	165	0.794	3.29
2019	Lluviosa	BS1	30	10	SJ	14	3.63	183	0.824	4.39
2019	Seca	BS1	1	10	VB	6	2.7	140	0.827	2.96
2019	Seca	BS1	2	10	VB	8	3.89	156	0.807	4.41
2019	Seca	BS1	3	10	VB	8	3.11	189	0.806	4.18
2019	Seca	BS1	4	10	VB	9	2.62	240	0.822	3.63
2019	Seca	BS1	5	10	VB	8	4.06	217	0.796	3.75
2019	Seca	BS1	6	10	VB	10	3.43	199	0.827	4.06
2019	Seca	BS1	7	10	VB	13	3.97	187	0.803	3.65
2019	Seca	BS1	8	10	VB	10	3.41	236	0.797	3.63
2019	Seca	BS1	9	10	VB	9	2.86	198	0.78	4.07
2019	Seca	BS1	10	10	VB	7	2.83	172	0.803	3.54
2019	Seca	BS1	11	10	VB	8	3.78	253	0.802	3.32
2019	Seca	BS1	12	10	VB	9	3.62	181	0.791	2.76
2019	Seca	BS1	13	10	VB	13	4.49	187	0.76	4.38
2019	Seca	BS1	14	10	VB	12	4.18	156	0.842	4.17
2019	Seca	BS1	15	10	VB	13	4.33	226	0.838	3.75
2019	Seca	BS1	16	10	VB	9	3.14	172	0.82	3.62
2019	Seca	BS1	17	10	VB	10	4.16	180	0.788	3.4
2019	Seca	BS1	18	10	VB	8	4.31	215	0.799	4.44
2019	Seca	BS1	19	10	VB	10	4.41	180	0.787	3.64
2019	Seca	BS1	20	10	VB	8	3.29	136	0.795	3.64
2019	Seca	BS1	21	10	VB	7	3.09	162	0.822	4.07
2019	Seca	BS1	22	10	VB	8	3.19	236	0.788	3.42
2019	Seca	BS1	23	10	VB	11	2.97	191	0.826	4.63
2019	Seca	BS1	24	10	VB	13	3.18	185	0.794	3.43
2019	Seca	BS1	25	10	VB	9	2.87	168	0.824	3.21
2019	Seca	BS1	26	10	VB	8	3.91	170	0.819	4.08
2019	Seca	BS1	27	10	VB	11	3.94	185	0.828	4.82
2019	Seca	BS1	28	10	VB	8	3.56	156	0.8	3.99
2019	Seca	BS1	29	10	VB	7	2.77	196	0.809	3.37
2019	Seca	BS1	30	10	VB	11	3.34	246	0.78	3.08
2019	Lluviosa	BS1	1	10	VB	10	3.42	222	0.785	3.96
2019	Lluviosa	BS1	2	10	VB	11	4	218	0.819	3.69
2019	Lluviosa	BS1	3	10	VB	9	4.03	205	0.814	3.86
2019	Lluviosa	BS1	4	10	VB	8	4.04	230	0.806	3.54
2019	Lluviosa	BS1	5	10	VB	6	3.26	198	0.877	3.06
2019	Lluviosa	BS1	6	10	VB	10	4.13	146	0.799	4.96
2019	Lluviosa	BS1	7	10	VB	8	2.94	232	0.818	3.95
2019	Lluviosa	BS1	8	10	VB	7	4.87	219	0.802	3.42
2019	Lluviosa	BS1	9	10	VB	12	4.79	207	0.796	4.06
2019	Lluviosa	BS1	10	10	VB	12	4.15	236	0.815	3.62
2019	Lluviosa	BS1	11	10	VB	9	4.79	193	0.776	3.75
2019	Lluviosa	BS1	12	10	VB	13	4.1	176	0.827	3.62
2019	Lluviosa	BS1	13	10	VB	9	3.85	201	0.809	3.19
2019	Lluviosa	BS1	14	10	VB	10	3.75	204	0.781	3.84
2019	Lluviosa	BS1	15	10	VB	10	3.96	148	0.831	3.43
2019	Lluviosa	BS1	16	10	VB	8	4.47	201	0.811	3.23
2019	Lluviosa	BS1	17	10	VB	7	3.9	222	0.801	3.27
2019	Lluviosa	BS1	18	10	VB	8	3.64	200	0.783	3.64
2019	Lluviosa	BS1	19	10	VB	8	4.07	212	0.779	3.65
2019	Lluviosa	BS1	20	10	VB	8	4.29	181	0.822	3.84
2019	Lluviosa	BS1	21	10	VB	6	4.29	214	0.785	3.18
2019	Lluviosa	BS1	22	10	VB	8	3.38	156	0.781	3.19
2019	Lluviosa	BS1	23	10	VB	13	3.96	181	0.788	3.96
2019	Lluviosa	BS1	24	10	VB	8	4.1	148	0.784	3.53
2019	Lluviosa	BS1	25	10	VB	13	2.93	220	0.772	3.31
2019	Lluviosa	BS1	26	10	VB	7	3.33	212	0.825	3.76
2019	Lluviosa	BS1	27	10	VB	7	5.29	177	0.804	4.47
2019	Lluviosa	BS1	28	10	VB	9	4.03	189	0.803	4.15
2019	Lluviosa	BS1	29	10	VB	7	4.28	221	0.795	3.2
2019	Lluviosa	BS1	30	10	VB	7	3.88	156	0.792	4.4
2019	Seca	BS1	1	10	MD	3	3.82	232	0.804	4.08
2019	Seca	BS1	2	10	MD	4	3.38	202	0.827	2.95
2019	Seca	BS1	3	10	MD	4	3.46	173	0.833	2.85
2019	Seca	BS1	4	10	MD	5	3.8	186	0.84	3.96
2019	Seca	BS1	5	10	MD	4	2.75	188	0.79	3.5
2019	Seca	BS1	6	10	MD	5	3.44	159	0.79	3.29
2019	Seca	BS1	7	10	MD	6	3.66	160	0.753	3.51
2019	Seca	BS1	8	10	MD	5	3.21	213	0.757	4.08
2019	Seca	BS1	9	10	MD	4	3.71	190	0.802	3.64
2019	Seca	BS1	10	10	MD	3	3.98	191	0.81	3.77
2019	Seca	BS1	11	10	MD	4	3.52	206	0.803	3.53
2019	Seca	BS1	12	10	MD	4	2.58	167	0.826	3.2
2019	Seca	BS1	13	10	MD	6	3.22	172	0.855	4.42
2019	Seca	BS1	14	10	MD	6	4.05	160	0.797	4.51
2019	Seca	BS1	15	10	MD	6	4.35	175	0.82	4.22
2019	Seca	BS1	16	10	MD	5	4.76	213	0.791	5.14
2019	Seca	BS1	17	10	MD	5	2.22	197	0.788	3.97
2019	Seca	BS1	18	10	MD	4	3.83	208	0.804	3.75
2019	Seca	BS1	19	10	MD	5	3.66	154	0.771	3.95
2019	Seca	BS1	20	10	MD	4	3.54	224	0.819	3.54
2019	Seca	BS1	21	10	MD	3	3.8	218	0.804	3.97
2019	Seca	BS1	22	10	MD	4	3.44	217	0.792	3.83
2019	Seca	BS1	23	10	MD	6	3.78	200	0.788	2.74
2019	Seca	BS1	24	10	MD	6	3.84	194	0.815	3.83
2019	Seca	BS1	25	10	MD	4	3.95	185	0.785	3.17
2019	Seca	BS1	26	10	MD	4	3.42	162	0.818	3.88
2019	Seca	BS1	27	10	MD	5	3.74	219	0.803	4.54
2019	Seca	BS1	28	10	MD	4	3.03	203	0.816	4.06
2019	Seca	BS1	29	10	MD	3	4	191	0.804	3.97
2019	Seca	BS1	30	10	MD	5	3.06	186	0.849	3.51
2019	Lluviosa	BS1	1	10	MD	5	4.54	195	0.83	3.64
2019	Lluviosa	BS1	2	10	MD	5	3.71	201	0.792	4.5
2019	Lluviosa	BS1	3	10	MD	4	4.05	218	0.766	3.53
2019	Lluviosa	BS1	4	10	MD	4	3.12	240	0.789	3.84
2019	Lluviosa	BS1	5	10	MD	3	3.05	221	0.787	3.16
2019	Lluviosa	BS1	6	10	MD	5	3.65	160	0.81	4.52
2019	Lluviosa	BS1	7	10	MD	4	4.59	216	0.811	4.19
2019	Lluviosa	BS1	8	10	MD	3	3.75	216	0.785	3.93
2019	Lluviosa	BS1	9	10	MD	6	5.28	191	0.827	3.76
2019	Lluviosa	BS1	10	10	MD	6	3.72	255	0.79	4.28
2019	Lluviosa	BS1	11	10	MD	5	4.07	251	0.779	3.51
2019	Lluviosa	BS1	12	10	MD	6	4.15	200	0.847	4.09
2019	Lluviosa	BS1	13	10	MD	5	3.49	174	0.792	3.52
2019	Lluviosa	BS1	14	10	MD	5	3.94	228	0.791	3.5
2019	Lluviosa	BS1	15	10	MD	5	3.79	157	0.786	3.72
2019	Lluviosa	BS1	16	10	MD	4	3.53	189	0.811	3.76
2019	Lluviosa	BS1	17	10	MD	3	3.54	213	0.826	4.41
2019	Lluviosa	BS1	18	10	MD	4	3.74	188	0.82	4.64
2019	Lluviosa	BS1	19	10	MD	4	4.28	200	0.829	4.17
2019	Lluviosa	BS1	20	10	MD	4	4.88	187	0.797	4.96
2019	Lluviosa	BS1	21	10	MD	3	5.04	210	0.78	2.87
2019	Lluviosa	BS1	22	10	MD	4	4.27	256	0.781	3.63
2019	Lluviosa	BS1	23	10	MD	6	3.8	161	0.76	3.95
2019	Lluviosa	BS1	24	10	MD	4	3.64	150	0.781	4.31
2019	Lluviosa	BS1	25	10	MD	6	3.59	178	0.834	4.18
2019	Lluviosa	BS1	26	10	MD	3	3.73	173	0.803	3.61
2019	Lluviosa	BS1	27	10	MD	3	3.96	170	0.809	4.63
2019	Lluviosa	BS1	28	10	MD	4	5.24	198	0.812	3.54
2019	Lluviosa	BS1	29	10	MD	3	4.86	207	0.79	4.28
2019	Lluviosa	BS1	30	10	MD	3	4.04	171	0.833	3.84
2019	Seca	BS1	1	10	MC	2	2.56	216	0.803	3.73
2019	Seca	BS1	2	10	MC	2	3.08	234	0.782	3.51
2019	Seca	BS1	3	10	MC	2	4.31	188	0.814	4.05
2019	Seca	BS1	4	10	MC	2	3.02	205	0.806	4.36
2019	Seca	BS1	5	10	MC	2	3.57	205	0.818	3.09
2019	Seca	BS1	6	10	MC	3	3.2	178	0.818	3.96
2019	Seca	BS1	7	10	MC	3	4.05	172	0.776	4.29
2019	Seca	BS1	8	10	MC	3	3.3	208	0.781	4.22
2019	Seca	BS1	9	10	MC	2	3.22	206	0.832	3.41
2019	Seca	BS1	10	10	MC	2	3.77	178	0.796	2.97
2019	Seca	BS1	11	10	MC	2	3.2	173	0.811	3.52
2019	Seca	BS1	12	10	MC	2	3.43	204	0.823	4.09
2019	Seca	BS1	13	10	MC	3	4.65	203	0.79	2.43
2019	Seca	BS1	14	10	MC	3	2.84	196	0.807	3.72
2019	Seca	BS1	15	10	MC	3	3.88	163	0.801	3.38
2019	Seca	BS1	16	10	MC	2	3.36	207	0.786	3.41
2019	Seca	BS1	17	10	MC	3	3.43	195	0.783	3.08
2019	Seca	BS1	18	10	MC	2	3.93	255	0.79	4.05
2019	Seca	BS1	19	10	MC	3	3.48	197	0.814	3.75
2019	Seca	BS1	20	10	MC	2	3.64	179	0.837	3.2
2019	Seca	BS1	21	10	MC	2	3.02	198	0.802	3.41
2019	Seca	BS1	22	10	MC	2	3.03	224	0.824	3.99
2019	Seca	BS1	23	10	MC	3	4.06	152	0.805	3.74
2019	Seca	BS1	24	10	MC	3	3.54	184	0.776	3.94
2019	Seca	BS1	25	10	MC	2	3.36	201	0.781	3.41
2019	Seca	BS1	26	10	MC	2	3.35	240	0.824	3.86
2019	Seca	BS1	27	10	MC	3	2.97	239	0.826	2.97
2019	Seca	BS1	28	10	MC	2	3.39	197	0.782	4.32
2019	Seca	BS1	29	10	MC	2	4.17	191	0.796	2.63
2019	Seca	BS1	30	10	MC	3	4.17	190	0.809	3.32
2019	Lluviosa	BS1	1	10	MC	3	3.39	205	0.809	4.54
2019	Lluviosa	BS1	2	10	MC	3	3.83	182	0.803	4.08
2019	Lluviosa	BS1	3	10	MC	2	4.22	198	0.804	2.54
2019	Lluviosa	BS1	4	10	MC	2	4.05	160	0.817	4.31
